date,month,quarter,year,week_of_year,is_weekend,season
2029-11-15,11,4,2029,46,0,Autumn
2029-11-16,11,4,2029,46,0,Autumn
2029-11-17,11,4,2029,46,1,Autumn
2029-11-18,11,4,2029,46,1,Autumn
2029-11-19,11,4,2029,47,0,Autumn
2029-11-20,11,4,2029,47,0,Autumn
2029-11-21,11,4,2029,47,0,Autumn
2029-11-22,11,4,2029,47,0,Autumn
2029-11-23,11,4,2029,47,0,Autumn
2029-11-24,11,4,2029,47,1,Autumn
2029-11-25,11,4,2029,47,1,Autumn
2029-11-26,11,4,2029,48,0,Autumn
2029-11-27,11,4,2029,48,0,Autumn
2029-11-28,11,4,2029,48,0,Autumn
2029-11-29,11,4,2029,48,0,Autumn
2029-11-30,11,4,2029,48,0,Autumn
2029-12-01,12,4,2029,48,1,Winter
2029-12-02,12,4,2029,48,1,Winter
2029-12-03,12,4,2029,49,0,Winter
2029-12-04,12,4,2029,49,0,Winter
2029-12-05,12,4,2029,49,0,Winter
2029-12-06,12,4,2029,49,0,Winter
2029-12-07,12,4,2029,49,0,Winter
2029-12-08,12,4,2029,49,1,Winter
2029-12-09,12,4,2029,49,1,Winter
2029-12-10,12,4,2029,50,0,Winter
2029-12-11,12,4,2029,50,0,Winter
2029-12-12,12,4,2029,50,0,Winter
2029-12-13,12,4,2029,50,0,Winter
2029-12-14,12,4,2029,50,0,Winter
2029-12-15,12,4,2029,50,1,Winter
2029-12-16,12,4,2029,50,1,Winter
2029-12-17,12,4,2029,51,0,Winter
2029-12-18,12,4,2029,51,0,Winter
2029-12-19,12,4,2029,51,0,Winter
2029-12-20,12,4,2029,51,0,Winter
2029-12-21,12,4,2029,51,0,Winter
2029-12-22,12,4,2029,51,1,Winter
2029-12-23,12,4,2029,51,1,Winter
2029-12-24,12,4,2029,52,0,Winter
2029-12-25,12,4,2029,52,0,Winter
2029-12-26,12,4,2029,52,0,Winter
2029-12-27,12,4,2029,52,0,Winter
2029-12-28,12,4,2029,52,0,Winter
2029-12-29,12,4,2029,52,1,Winter
2029-12-30,12,4,2029,52,1,Winter
2029-12-31,12,4,2029,1,0,Winter
2030-01-01,1,1,2030,1,0,Winter
2030-01-02,1,1,2030,1,0,Winter
2030-01-03,1,1,2030,1,0,Winter
2030-01-04,1,1,2030,1,0,Winter
2030-01-05,1,1,2030,1,1,Winter
2030-01-06,1,1,2030,1,1,Winter
2030-01-07,1,1,2030,2,0,Winter
2030-01-08,1,1,2030,2,0,Winter
2030-01-09,1,1,2030,2,0,Winter
2030-01-10,1,1,2030,2,0,Winter
2030-01-11,1,1,2030,2,0,Winter
2030-01-12,1,1,2030,2,1,Winter
2030-01-13,1,1,2030,2,1,Winter
2030-01-14,1,1,2030,3,0,Winter
2030-01-15,1,1,2030,3,0,Winter
2030-01-16,1,1,2030,3,0,Winter
2030-01-17,1,1,2030,3,0,Winter
2030-01-18,1,1,2030,3,0,Winter
2030-01-19,1,1,2030,3,1,Winter
2030-01-20,1,1,2030,3,1,Winter
2030-01-21,1,1,2030,4,0,Winter
2030-01-22,1,1,2030,4,0,Winter
2030-01-23,1,1,2030,4,0,Winter
2030-01-24,1,1,2030,4,0,Winter
2030-01-25,1,1,2030,4,0,Winter
2030-01-26,1,1,2030,4,1,Winter
2030-01-27,1,1,2030,4,1,Winter
2030-01-28,1,1,2030,5,0,Winter
2030-01-29,1,1,2030,5,0,Winter
2030-01-30,1,1,2030,5,0,Winter
2030-01-31,1,1,2030,5,0,Winter
2030-02-01,2,1,2030,5,0,Winter
2030-02-02,2,1,2030,5,1,Winter
2030-02-03,2,1,2030,5,1,Winter
2030-02-04,2,1,2030,6,0,Winter
2030-02-05,2,1,2030,6,0,Winter
2030-02-06,2,1,2030,6,0,Winter
2030-02-07,2,1,2030,6,0,Winter
2030-02-08,2,1,2030,6,0,Winter
2030-02-09,2,1,2030,6,1,Winter
2030-02-10,2,1,2030,6,1,Winter
2030-02-11,2,1,2030,7,0,Winter
2030-02-12,2,1,2030,7,0,Winter
2030-02-13,2,1,2030,7,0,Winter
2030-02-14,2,1,2030,7,0,Winter
2030-02-15,2,1,2030,7,0,Winter
2030-02-16,2,1,2030,7,1,Winter
2030-02-17,2,1,2030,7,1,Winter
2030-02-18,2,1,2030,8,0,Winter
2030-02-19,2,1,2030,8,0,Winter
2030-02-20,2,1,2030,8,0,Winter
2030-02-21,2,1,2030,8,0,Winter
2030-02-22,2,1,2030,8,0,Winter
2030-02-23,2,1,2030,8,1,Winter
2030-02-24,2,1,2030,8,1,Winter
2030-02-25,2,1,2030,9,0,Winter
2030-02-26,2,1,2030,9,0,Winter
2030-02-27,2,1,2030,9,0,Winter
2030-02-28,2,1,2030,9,0,Winter
2030-03-01,3,1,2030,9,0,Spring
2030-03-02,3,1,2030,9,1,Spring
2030-03-03,3,1,2030,9,1,Spring
2030-03-04,3,1,2030,10,0,Spring
2030-03-05,3,1,2030,10,0,Spring
2030-03-06,3,1,2030,10,0,Spring
2030-03-07,3,1,2030,10,0,Spring
2030-03-08,3,1,2030,10,0,Spring
2030-03-09,3,1,2030,10,1,Spring
2030-03-10,3,1,2030,10,1,Spring
2030-03-11,3,1,2030,11,0,Spring
2030-03-12,3,1,2030,11,0,Spring
2030-03-13,3,1,2030,11,0,Spring
2030-03-14,3,1,2030,11,0,Spring
2030-03-15,3,1,2030,11,0,Spring
2030-03-16,3,1,2030,11,1,Spring
2030-03-17,3,1,2030,11,1,Spring
2030-03-18,3,1,2030,12,0,Spring
2030-03-19,3,1,2030,12,0,Spring
2030-03-20,3,1,2030,12,0,Spring
2030-03-21,3,1,2030,12,0,Spring
2030-03-22,3,1,2030,12,0,Spring
2030-03-23,3,1,2030,12,1,Spring
2030-03-24,3,1,2030,12,1,Spring
2030-03-25,3,1,2030,13,0,Spring
2030-03-26,3,1,2030,13,0,Spring
2030-03-27,3,1,2030,13,0,Spring
2030-03-28,3,1,2030,13,0,Spring
2030-03-29,3,1,2030,13,0,Spring
2030-03-30,3,1,2030,13,1,Spring
2030-03-31,3,1,2030,13,1,Spring
2030-04-01,4,2,2030,14,0,Spring
2030-04-02,4,2,2030,14,0,Spring
2030-04-03,4,2,2030,14,0,Spring
2030-04-04,4,2,2030,14,0,Spring
2030-04-05,4,2,2030,14,0,Spring
2030-04-06,4,2,2030,14,1,Spring
2030-04-07,4,2,2030,14,1,Spring
2030-04-08,4,2,2030,15,0,Spring
2030-04-09,4,2,2030,15,0,Spring
2030-04-10,4,2,2030,15,0,Spring
2030-04-11,4,2,2030,15,0,Spring
2030-04-12,4,2,2030,15,0,Spring
2030-04-13,4,2,2030,15,1,Spring
2030-04-14,4,2,2030,15,1,Spring
2030-04-15,4,2,2030,16,0,Spring
2030-04-16,4,2,2030,16,0,Spring
2030-04-17,4,2,2030,16,0,Spring
2030-04-18,4,2,2030,16,0,Spring
2030-04-19,4,2,2030,16,0,Spring
2030-04-20,4,2,2030,16,1,Spring
2030-04-21,4,2,2030,16,1,Spring
2030-04-22,4,2,2030,17,0,Spring
2030-04-23,4,2,2030,17,0,Spring
2030-04-24,4,2,2030,17,0,Spring
2030-04-25,4,2,2030,17,0,Spring
2030-04-26,4,2,2030,17,0,Spring
2030-04-27,4,2,2030,17,1,Spring
2030-04-28,4,2,2030,17,1,Spring
2030-04-29,4,2,2030,18,0,Spring
2030-04-30,4,2,2030,18,0,Spring
2030-05-01,5,2,2030,18,0,Spring
2030-05-02,5,2,2030,18,0,Spring
2030-05-03,5,2,2030,18,0,Spring
2030-05-04,5,2,2030,18,1,Spring
2030-05-05,5,2,2030,18,1,Spring
2030-05-06,5,2,2030,19,0,Spring
2030-05-07,5,2,2030,19,0,Spring
2030-05-08,5,2,2030,19,0,Spring
2030-05-09,5,2,2030,19,0,Spring
2030-05-10,5,2,2030,19,0,Spring
2030-05-11,5,2,2030,19,1,Spring
2030-05-12,5,2,2030,19,1,Spring
2030-05-13,5,2,2030,20,0,Spring
2030-05-14,5,2,2030,20,0,Spring
2030-05-15,5,2,2030,20,0,Spring
2030-05-16,5,2,2030,20,0,Spring
2030-05-17,5,2,2030,20,0,Spring
2030-05-18,5,2,2030,20,1,Spring
2030-05-19,5,2,2030,20,1,Spring
2030-05-20,5,2,2030,21,0,Spring
2030-05-21,5,2,2030,21,0,Spring
2030-05-22,5,2,2030,21,0,Spring
2030-05-23,5,2,2030,21,0,Spring
2030-05-24,5,2,2030,21,0,Spring
2030-05-25,5,2,2030,21,1,Spring
2030-05-26,5,2,2030,21,1,Spring
2030-05-27,5,2,2030,22,0,Spring
2030-05-28,5,2,2030,22,0,Spring
2030-05-29,5,2,2030,22,0,Spring
2030-05-30,5,2,2030,22,0,Spring
2030-05-31,5,2,2030,22,0,Spring
2030-06-01,6,2,2030,22,1,Summer
2030-06-02,6,2,2030,22,1,Summer
2030-06-03,6,2,2030,23,0,Summer
2030-06-04,6,2,2030,23,0,Summer
2030-06-05,6,2,2030,23,0,Summer
2030-06-06,6,2,2030,23,0,Summer
2030-06-07,6,2,2030,23,0,Summer
2030-06-08,6,2,2030,23,1,Summer
2030-06-09,6,2,2030,23,1,Summer
2030-06-10,6,2,2030,24,0,Summer
2030-06-11,6,2,2030,24,0,Summer
2030-06-12,6,2,2030,24,0,Summer
2030-06-13,6,2,2030,24,0,Summer
2030-06-14,6,2,2030,24,0,Summer
2030-06-15,6,2,2030,24,1,Summer
2030-06-16,6,2,2030,24,1,Summer
2030-06-17,6,2,2030,25,0,Summer
2030-06-18,6,2,2030,25,0,Summer
2030-06-19,6,2,2030,25,0,Summer
2030-06-20,6,2,2030,25,0,Summer
2030-06-21,6,2,2030,25,0,Summer
2030-06-22,6,2,2030,25,1,Summer
2030-06-23,6,2,2030,25,1,Summer
2030-06-24,6,2,2030,26,0,Summer
2030-06-25,6,2,2030,26,0,Summer
2030-06-26,6,2,2030,26,0,Summer
2030-06-27,6,2,2030,26,0,Summer
2030-06-28,6,2,2030,26,0,Summer
2030-06-29,6,2,2030,26,1,Summer
2030-06-30,6,2,2030,26,1,Summer
2030-07-01,7,3,2030,27,0,Summer
2030-07-02,7,3,2030,27,0,Summer
2030-07-03,7,3,2030,27,0,Summer
2030-07-04,7,3,2030,27,0,Summer
2030-07-05,7,3,2030,27,0,Summer
2030-07-06,7,3,2030,27,1,Summer
2030-07-07,7,3,2030,27,1,Summer
2030-07-08,7,3,2030,28,0,Summer
2030-07-09,7,3,2030,28,0,Summer
2030-07-10,7,3,2030,28,0,Summer
2030-07-11,7,3,2030,28,0,Summer
2030-07-12,7,3,2030,28,0,Summer
2030-07-13,7,3,2030,28,1,Summer
2030-07-14,7,3,2030,28,1,Summer
2030-07-15,7,3,2030,29,0,Summer
2030-07-16,7,3,2030,29,0,Summer
2030-07-17,7,3,2030,29,0,Summer
2030-07-18,7,3,2030,29,0,Summer
2030-07-19,7,3,2030,29,0,Summer
2030-07-20,7,3,2030,29,1,Summer
2030-07-21,7,3,2030,29,1,Summer
2030-07-22,7,3,2030,30,0,Summer
2030-07-23,7,3,2030,30,0,Summer
2030-07-24,7,3,2030,30,0,Summer
2030-07-25,7,3,2030,30,0,Summer
2030-07-26,7,3,2030,30,0,Summer
2030-07-27,7,3,2030,30,1,Summer
2030-07-28,7,3,2030,30,1,Summer
2030-07-29,7,3,2030,31,0,Summer
2030-07-30,7,3,2030,31,0,Summer
2030-07-31,7,3,2030,31,0,Summer
2030-08-01,8,3,2030,31,0,Summer
2030-08-02,8,3,2030,31,0,Summer
2030-08-03,8,3,2030,31,1,Summer
2030-08-04,8,3,2030,31,1,Summer
2030-08-05,8,3,2030,32,0,Summer
2030-08-06,8,3,2030,32,0,Summer
2030-08-07,8,3,2030,32,0,Summer
2030-08-08,8,3,2030,32,0,Summer
2030-08-09,8,3,2030,32,0,Summer
2030-08-10,8,3,2030,32,1,Summer
2030-08-11,8,3,2030,32,1,Summer
2030-08-12,8,3,2030,33,0,Summer
2030-08-13,8,3,2030,33,0,Summer
2030-08-14,8,3,2030,33,0,Summer
2030-08-15,8,3,2030,33,0,Summer
2030-08-16,8,3,2030,33,0,Summer
2030-08-17,8,3,2030,33,1,Summer
2030-08-18,8,3,2030,33,1,Summer
2030-08-19,8,3,2030,34,0,Summer
2030-08-20,8,3,2030,34,0,Summer
2030-08-21,8,3,2030,34,0,Summer
2030-08-22,8,3,2030,34,0,Summer
2030-08-23,8,3,2030,34,0,Summer
2030-08-24,8,3,2030,34,1,Summer
2030-08-25,8,3,2030,34,1,Summer
2030-08-26,8,3,2030,35,0,Summer
2030-08-27,8,3,2030,35,0,Summer
2030-08-28,8,3,2030,35,0,Summer
2030-08-29,8,3,2030,35,0,Summer
2030-08-30,8,3,2030,35,0,Summer
2030-08-31,8,3,2030,35,1,Summer
2030-09-01,9,3,2030,35,1,Autumn
2030-09-02,9,3,2030,36,0,Autumn
2030-09-03,9,3,2030,36,0,Autumn
2030-09-04,9,3,2030,36,0,Autumn
2030-09-05,9,3,2030,36,0,Autumn
2030-09-06,9,3,2030,36,0,Autumn
2030-09-07,9,3,2030,36,1,Autumn
2030-09-08,9,3,2030,36,1,Autumn
2030-09-09,9,3,2030,37,0,Autumn
2030-09-10,9,3,2030,37,0,Autumn
2030-09-11,9,3,2030,37,0,Autumn
2030-09-12,9,3,2030,37,0,Autumn
2030-09-13,9,3,2030,37,0,Autumn
2030-09-14,9,3,2030,37,1,Autumn
2030-09-15,9,3,2030,37,1,Autumn
2030-09-16,9,3,2030,38,0,Autumn
2030-09-17,9,3,2030,38,0,Autumn
2030-09-18,9,3,2030,38,0,Autumn
2030-09-19,9,3,2030,38,0,Autumn
2030-09-20,9,3,2030,38,0,Autumn
2030-09-21,9,3,2030,38,1,Autumn
2030-09-22,9,3,2030,38,1,Autumn
2030-09-23,9,3,2030,39,0,Autumn
2030-09-24,9,3,2030,39,0,Autumn
2030-09-25,9,3,2030,39,0,Autumn
2030-09-26,9,3,2030,39,0,Autumn
2030-09-27,9,3,2030,39,0,Autumn
2030-09-28,9,3,2030,39,1,Autumn
2030-09-29,9,3,2030,39,1,Autumn
2030-09-30,9,3,2030,40,0,Autumn
2030-10-01,10,4,2030,40,0,Autumn
2030-10-02,10,4,2030,40,0,Autumn
2030-10-03,10,4,2030,40,0,Autumn
2030-10-04,10,4,2030,40,0,Autumn
2030-10-05,10,4,2030,40,1,Autumn
2030-10-06,10,4,2030,40,1,Autumn
2030-10-07,10,4,2030,41,0,Autumn
2030-10-08,10,4,2030,41,0,Autumn
2030-10-09,10,4,2030,41,0,Autumn
2030-10-10,10,4,2030,41,0,Autumn
2030-10-11,10,4,2030,41,0,Autumn
2030-10-12,10,4,2030,41,1,Autumn
2030-10-13,10,4,2030,41,1,Autumn
2030-10-14,10,4,2030,42,0,Autumn
2030-10-15,10,4,2030,42,0,Autumn
2030-10-16,10,4,2030,42,0,Autumn
2030-10-17,10,4,2030,42,0,Autumn
2030-10-18,10,4,2030,42,0,Autumn
2030-10-19,10,4,2030,42,1,Autumn
2030-10-20,10,4,2030,42,1,Autumn
2030-10-21,10,4,2030,43,0,Autumn
2030-10-22,10,4,2030,43,0,Autumn
2030-10-23,10,4,2030,43,0,Autumn
2030-10-24,10,4,2030,43,0,Autumn
2030-10-25,10,4,2030,43,0,Autumn
2030-10-26,10,4,2030,43,1,Autumn
2030-10-27,10,4,2030,43,1,Autumn
2030-10-28,10,4,2030,44,0,Autumn
2030-10-29,10,4,2030,44,0,Autumn
2030-10-30,10,4,2030,44,0,Autumn
2030-10-31,10,4,2030,44,0,Autumn
2030-11-01,11,4,2030,44,0,Autumn
2030-11-02,11,4,2030,44,1,Autumn
2030-11-03,11,4,2030,44,1,Autumn
2030-11-04,11,4,2030,45,0,Autumn
2030-11-05,11,4,2030,45,0,Autumn
2030-11-06,11,4,2030,45,0,Autumn
2030-11-07,11,4,2030,45,0,Autumn
2030-11-08,11,4,2030,45,0,Autumn
2030-11-09,11,4,2030,45,1,Autumn
2030-11-10,11,4,2030,45,1,Autumn
2030-11-11,11,4,2030,46,0,Autumn
2030-11-12,11,4,2030,46,0,Autumn
2030-11-13,11,4,2030,46,0,Autumn
2030-11-14,11,4,2030,46,0,Autumn
2030-11-15,11,4,2030,46,0,Autumn
2030-11-16,11,4,2030,46,1,Autumn
2030-11-17,11,4,2030,46,1,Autumn
2030-11-18,11,4,2030,47,0,Autumn
2030-11-19,11,4,2030,47,0,Autumn
2030-11-20,11,4,2030,47,0,Autumn
2030-11-21,11,4,2030,47,0,Autumn
2030-11-22,11,4,2030,47,0,Autumn
2030-11-23,11,4,2030,47,1,Autumn
2030-11-24,11,4,2030,47,1,Autumn
2030-11-25,11,4,2030,48,0,Autumn
2030-11-26,11,4,2030,48,0,Autumn
2030-11-27,11,4,2030,48,0,Autumn
2030-11-28,11,4,2030,48,0,Autumn
2030-11-29,11,4,2030,48,0,Autumn
2030-11-30,11,4,2030,48,1,Autumn
2030-12-01,12,4,2030,48,1,Winter
2030-12-02,12,4,2030,49,0,Winter
2030-12-03,12,4,2030,49,0,Winter
2030-12-04,12,4,2030,49,0,Winter
2030-12-05,12,4,2030,49,0,Winter
2030-12-06,12,4,2030,49,0,Winter
2030-12-07,12,4,2030,49,1,Winter
2030-12-08,12,4,2030,49,1,Winter
2030-12-09,12,4,2030,50,0,Winter
2030-12-10,12,4,2030,50,0,Winter
2030-12-11,12,4,2030,50,0,Winter
2030-12-12,12,4,2030,50,0,Winter
2030-12-13,12,4,2030,50,0,Winter
2030-12-14,12,4,2030,50,1,Winter
2030-12-15,12,4,2030,50,1,Winter
2030-12-16,12,4,2030,51,0,Winter
2030-12-17,12,4,2030,51,0,Winter
2030-12-18,12,4,2030,51,0,Winter
2030-12-19,12,4,2030,51,0,Winter
2030-12-20,12,4,2030,51,0,Winter
2030-12-21,12,4,2030,51,1,Winter
2030-12-22,12,4,2030,51,1,Winter
2030-12-23,12,4,2030,52,0,Winter
2030-12-24,12,4,2030,52,0,Winter
2030-12-25,12,4,2030,52,0,Winter
2030-12-26,12,4,2030,52,0,Winter
2030-12-27,12,4,2030,52,0,Winter
2030-12-28,12,4,2030,52,1,Winter
2030-12-29,12,4,2030,52,1,Winter
2030-12-30,12,4,2030,1,0,Winter
2030-12-31,12,4,2030,1,0,Winter
2031-01-01,1,1,2031,1,0,Winter
2031-01-02,1,1,2031,1,0,Winter
2031-01-03,1,1,2031,1,0,Winter
2031-01-04,1,1,2031,1,1,Winter
2031-01-05,1,1,2031,1,1,Winter
2031-01-06,1,1,2031,2,0,Winter
2031-01-07,1,1,2031,2,0,Winter
2031-01-08,1,1,2031,2,0,Winter
2031-01-09,1,1,2031,2,0,Winter
2031-01-10,1,1,2031,2,0,Winter
2031-01-11,1,1,2031,2,1,Winter
2031-01-12,1,1,2031,2,1,Winter
2031-01-13,1,1,2031,3,0,Winter
2031-01-14,1,1,2031,3,0,Winter
2031-01-15,1,1,2031,3,0,Winter
2031-01-16,1,1,2031,3,0,Winter
2031-01-17,1,1,2031,3,0,Winter
2031-01-18,1,1,2031,3,1,Winter
2031-01-19,1,1,2031,3,1,Winter
2031-01-20,1,1,2031,4,0,Winter
2031-01-21,1,1,2031,4,0,Winter
2031-01-22,1,1,2031,4,0,Winter
2031-01-23,1,1,2031,4,0,Winter
2031-01-24,1,1,2031,4,0,Winter
2031-01-25,1,1,2031,4,1,Winter
2031-01-26,1,1,2031,4,1,Winter
2031-01-27,1,1,2031,5,0,Winter
2031-01-28,1,1,2031,5,0,Winter
2031-01-29,1,1,2031,5,0,Winter
2031-01-30,1,1,2031,5,0,Winter
2031-01-31,1,1,2031,5,0,Winter
2031-02-01,2,1,2031,5,1,Winter
2031-02-02,2,1,2031,5,1,Winter
2031-02-03,2,1,2031,6,0,Winter
2031-02-04,2,1,2031,6,0,Winter
2031-02-05,2,1,2031,6,0,Winter
2031-02-06,2,1,2031,6,0,Winter
2031-02-07,2,1,2031,6,0,Winter
2031-02-08,2,1,2031,6,1,Winter
2031-02-09,2,1,2031,6,1,Winter
2031-02-10,2,1,2031,7,0,Winter
2031-02-11,2,1,2031,7,0,Winter
2031-02-12,2,1,2031,7,0,Winter
2031-02-13,2,1,2031,7,0,Winter
2031-02-14,2,1,2031,7,0,Winter
2031-02-15,2,1,2031,7,1,Winter
2031-02-16,2,1,2031,7,1,Winter
2031-02-17,2,1,2031,8,0,Winter
2031-02-18,2,1,2031,8,0,Winter
2031-02-19,2,1,2031,8,0,Winter
2031-02-20,2,1,2031,8,0,Winter
2031-02-21,2,1,2031,8,0,Winter
2031-02-22,2,1,2031,8,1,Winter
2031-02-23,2,1,2031,8,1,Winter
2031-02-24,2,1,2031,9,0,Winter
2031-02-25,2,1,2031,9,0,Winter
2031-02-26,2,1,2031,9,0,Winter
2031-02-27,2,1,2031,9,0,Winter
2031-02-28,2,1,2031,9,0,Winter
2031-03-01,3,1,2031,9,1,Spring
2031-03-02,3,1,2031,9,1,Spring
2031-03-03,3,1,2031,10,0,Spring
2031-03-04,3,1,2031,10,0,Spring
2031-03-05,3,1,2031,10,0,Spring
2031-03-06,3,1,2031,10,0,Spring
2031-03-07,3,1,2031,10,0,Spring
2031-03-08,3,1,2031,10,1,Spring
2031-03-09,3,1,2031,10,1,Spring
2031-03-10,3,1,2031,11,0,Spring
2031-03-11,3,1,2031,11,0,Spring
2031-03-12,3,1,2031,11,0,Spring
2031-03-13,3,1,2031,11,0,Spring
2031-03-14,3,1,2031,11,0,Spring
2031-03-15,3,1,2031,11,1,Spring
2031-03-16,3,1,2031,11,1,Spring
2031-03-17,3,1,2031,12,0,Spring
2031-03-18,3,1,2031,12,0,Spring
2031-03-19,3,1,2031,12,0,Spring
2031-03-20,3,1,2031,12,0,Spring
2031-03-21,3,1,2031,12,0,Spring
2031-03-22,3,1,2031,12,1,Spring
2031-03-23,3,1,2031,12,1,Spring
2031-03-24,3,1,2031,13,0,Spring
2031-03-25,3,1,2031,13,0,Spring
2031-03-26,3,1,2031,13,0,Spring
2031-03-27,3,1,2031,13,0,Spring
2031-03-28,3,1,2031,13,0,Spring
2031-03-29,3,1,2031,13,1,Spring
2031-03-30,3,1,2031,13,1,Spring
2031-03-31,3,1,2031,14,0,Spring
2031-04-01,4,2,2031,14,0,Spring
2031-04-02,4,2,2031,14,0,Spring
2031-04-03,4,2,2031,14,0,Spring
2031-04-04,4,2,2031,14,0,Spring
2031-04-05,4,2,2031,14,1,Spring
2031-04-06,4,2,2031,14,1,Spring
2031-04-07,4,2,2031,15,0,Spring
2031-04-08,4,2,2031,15,0,Spring
2031-04-09,4,2,2031,15,0,Spring
2031-04-10,4,2,2031,15,0,Spring
2031-04-11,4,2,2031,15,0,Spring
2031-04-12,4,2,2031,15,1,Spring
2031-04-13,4,2,2031,15,1,Spring
2031-04-14,4,2,2031,16,0,Spring
2031-04-15,4,2,2031,16,0,Spring
2031-04-16,4,2,2031,16,0,Spring
2031-04-17,4,2,2031,16,0,Spring
2031-04-18,4,2,2031,16,0,Spring
2031-04-19,4,2,2031,16,1,Spring
2031-04-20,4,2,2031,16,1,Spring
2031-04-21,4,2,2031,17,0,Spring
2031-04-22,4,2,2031,17,0,Spring
2031-04-23,4,2,2031,17,0,Spring
2031-04-24,4,2,2031,17,0,Spring
2031-04-25,4,2,2031,17,0,Spring
2031-04-26,4,2,2031,17,1,Spring
2031-04-27,4,2,2031,17,1,Spring
2031-04-28,4,2,2031,18,0,Spring
2031-04-29,4,2,2031,18,0,Spring
2031-04-30,4,2,2031,18,0,Spring
2031-05-01,5,2,2031,18,0,Spring
2031-05-02,5,2,2031,18,0,Spring
2031-05-03,5,2,2031,18,1,Spring
2031-05-04,5,2,2031,18,1,Spring
2031-05-05,5,2,2031,19,0,Spring
2031-05-06,5,2,2031,19,0,Spring
2031-05-07,5,2,2031,19,0,Spring
2031-05-08,5,2,2031,19,0,Spring
2031-05-09,5,2,2031,19,0,Spring
2031-05-10,5,2,2031,19,1,Spring
2031-05-11,5,2,2031,19,1,Spring
2031-05-12,5,2,2031,20,0,Spring
2031-05-13,5,2,2031,20,0,Spring
2031-05-14,5,2,2031,20,0,Spring
2031-05-15,5,2,2031,20,0,Spring
2031-05-16,5,2,2031,20,0,Spring
2031-05-17,5,2,2031,20,1,Spring
2031-05-18,5,2,2031,20,1,Spring
2031-05-19,5,2,2031,21,0,Spring
2031-05-20,5,2,2031,21,0,Spring
2031-05-21,5,2,2031,21,0,Spring
2031-05-22,5,2,2031,21,0,Spring
2031-05-23,5,2,2031,21,0,Spring
2031-05-24,5,2,2031,21,1,Spring
2031-05-25,5,2,2031,21,1,Spring
2031-05-26,5,2,2031,22,0,Spring
2031-05-27,5,2,2031,22,0,Spring
2031-05-28,5,2,2031,22,0,Spring
2031-05-29,5,2,2031,22,0,Spring
2031-05-30,5,2,2031,22,0,Spring
2031-05-31,5,2,2031,22,1,Spring
2031-06-01,6,2,2031,22,1,Summer
2031-06-02,6,2,2031,23,0,Summer
2031-06-03,6,2,2031,23,0,Summer
2031-06-04,6,2,2031,23,0,Summer
2031-06-05,6,2,2031,23,0,Summer
2031-06-06,6,2,2031,23,0,Summer
2031-06-07,6,2,2031,23,1,Summer
2031-06-08,6,2,2031,23,1,Summer
2031-06-09,6,2,2031,24,0,Summer
2031-06-10,6,2,2031,24,0,Summer
2031-06-11,6,2,2031,24,0,Summer
2031-06-12,6,2,2031,24,0,Summer
2031-06-13,6,2,2031,24,0,Summer
2031-06-14,6,2,2031,24,1,Summer
2031-06-15,6,2,2031,24,1,Summer
2031-06-16,6,2,2031,25,0,Summer
2031-06-17,6,2,2031,25,0,Summer
2031-06-18,6,2,2031,25,0,Summer
2031-06-19,6,2,2031,25,0,Summer
2031-06-20,6,2,2031,25,0,Summer
2031-06-21,6,2,2031,25,1,Summer
2031-06-22,6,2,2031,25,1,Summer
2031-06-23,6,2,2031,26,0,Summer
2031-06-24,6,2,2031,26,0,Summer
2031-06-25,6,2,2031,26,0,Summer
2031-06-26,6,2,2031,26,0,Summer
2031-06-27,6,2,2031,26,0,Summer
2031-06-28,6,2,2031,26,1,Summer
2031-06-29,6,2,2031,26,1,Summer
2031-06-30,6,2,2031,27,0,Summer
2031-07-01,7,3,2031,27,0,Summer
2031-07-02,7,3,2031,27,0,Summer
2031-07-03,7,3,2031,27,0,Summer
2031-07-04,7,3,2031,27,0,Summer
2031-07-05,7,3,2031,27,1,Summer
2031-07-06,7,3,2031,27,1,Summer
2031-07-07,7,3,2031,28,0,Summer
2031-07-08,7,3,2031,28,0,Summer
2031-07-09,7,3,2031,28,0,Summer
2031-07-10,7,3,2031,28,0,Summer
2031-07-11,7,3,2031,28,0,Summer
2031-07-12,7,3,2031,28,1,Summer
2031-07-13,7,3,2031,28,1,Summer
2031-07-14,7,3,2031,29,0,Summer
2031-07-15,7,3,2031,29,0,Summer
2031-07-16,7,3,2031,29,0,Summer
2031-07-17,7,3,2031,29,0,Summer
2031-07-18,7,3,2031,29,0,Summer
2031-07-19,7,3,2031,29,1,Summer
2031-07-20,7,3,2031,29,1,Summer
2031-07-21,7,3,2031,30,0,Summer
2031-07-22,7,3,2031,30,0,Summer
2031-07-23,7,3,2031,30,0,Summer
2031-07-24,7,3,2031,30,0,Summer
2031-07-25,7,3,2031,30,0,Summer
2031-07-26,7,3,2031,30,1,Summer
2031-07-27,7,3,2031,30,1,Summer
2031-07-28,7,3,2031,31,0,Summer
2031-07-29,7,3,2031,31,0,Summer
2031-07-30,7,3,2031,31,0,Summer
2031-07-31,7,3,2031,31,0,Summer
2031-08-01,8,3,2031,31,0,Summer
2031-08-02,8,3,2031,31,1,Summer
2031-08-03,8,3,2031,31,1,Summer
2031-08-04,8,3,2031,32,0,Summer
2031-08-05,8,3,2031,32,0,Summer
2031-08-06,8,3,2031,32,0,Summer
